ITEM_CTG_ID,ITEM_CTG_DESC,ITEM_GRP_ID,ITEM_GRP_DESC,GINNO,GINDATE,ENTITY,SEGMENT,COST_CENTER,C_CENTER_ID,C_CENTER_NAME,JOBNO,UNITNO,RATE,MACHINENO1,MARATE,REMARKS,CAPITAL,QUANTITY,ITEMNO,INVENTORY_ITEM_NO,INV_ITEM_DESCRIPTION,UOM_DESC,AMOUNT1,BAL1,MDESC1,LASTISSUE1,LASTISSUEDT,COSTCENTER,SUMQTY,SUMAMT,GAP,GAMOUNT,CODE1,CODE2,GQTY,PERIOD
349,PRINTED STATIONERY,20,STATIONARY,856240,08-Jul-21,,,90202,90202,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-Sewing-General,,,150,,,,,20,23558,23558,"DAILY WORK SHEET STITCHING UNIT-5 [8.5X11.5]"" 55 GM WHITE PAPER 2 SIDE 2 COLOR PRINT 200 SHEET/PAD (Consumable-Local)",NOS,3000,234,,,,,20,3000,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,856533,09-Jul-21,,,90217,90217,YTML-Stitching-YTM-07-UNIT 27 YTM 7 Bldg B-First Floor-Sewing-General,,,350,,,,,5,5489421001,5489421001,STITCHING STATUS REPORT DUPLICATE CARBONIZED SINGLE SIDE PRINT ONE COLOR JOB 100 SET 200 PAGES (---) (Consumable-Local),BKS,1750,35,,,,,10,2500,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,856533,09-Jul-21,,,90217,90217,YTML-Stitching-YTM-07-UNIT 27 YTM 7 Bldg B-First Floor-Sewing-General,,,150,,,,,5,23558,23558,"DAILY WORK SHEET STITCHING UNIT-5 [8.5X11.5]"" 55 GM WHITE PAPER 2 SIDE 2 COLOR PRINT 200 SHEET/PAD (Consumable-Local)",NOS,750,229,,,,,10,2500,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,856544,09-Jul-21,,,90233,90233,YTML-Stitching-YTM-07-UNIT 29 YTM 7 Bldg B-Third Floor-Quilting-General,,,70,,,,,1,6285221001,6285221001,BROKEN NEEDLE REPLACEMENT BOOK DB X 01 (16X257) NON-CARBONIZE ONE SIDE A4 10 PAGES WITH 3CM GAZETTE AND SERIAL NUMBERS (---) (L-C) (Consumable-Local),NOS,70,42,,,,,1,70,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,856548,09-Jul-21,,,90233,90233,YTML-Stitching-YTM-07-UNIT 29 YTM 7 Bldg B-Third Floor-Quilting-General,,,250,,,,,2,5811821001,5811821001,DAILY CHECKING PLAN & PROGRESS REPORT CARBONIZE(2) ONE SIDE A4 50 SET . (---) (L-C) (Consumable-Local),NOS,500,28,,,,,4,1200,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,856548,09-Jul-21,,,90233,90233,YTML-Stitching-YTM-07-UNIT 29 YTM 7 Bldg B-Third Floor-Quilting-General,,,350,,,,,2,5489421001,5489421001,STITCHING STATUS REPORT DUPLICATE CARBONIZED SINGLE SIDE PRINT ONE COLOR JOB 100 SET 200 PAGES (---) (Consumable-Local),BKS,700,35,,,,,4,1200,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,856551,09-Jul-21,,,90192,90192,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Sewing-General,,,70,,,,,1,6285921001,6285921001,BROKEN NEEDLE REPLACEMENT BOOK DP X 05-MR NON-CARBONIZE ONE SIDE A4 10 PAGES WITH 3CM GAZETTE AND SERIAL NUMBERS (---) (L-C) (Consumable-Local),NOS,70,9,,,,,1,70,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,856621,04-Aug-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,300,,,,,5,5489221001,5489221001,FINAL CUTTING REPORT DUPLICATE CARBONIZED SINGLE SIDE PRINT ONE COLOR JOB 100 SET 200 PAGES (---) (Consumable-Local),BKS,1500,8,,,,,18,5750,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,856621,04-Aug-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,370,,,,,5,5811321001,5811321001,CUTTING DIAGRAM WITH RANGE WISE WASTAGE REPORT CARBONIZE(2) ONE SIDE A3 100 SET . (---) (L-C) (Consumable-Local),NOS,1850,41,,,,,18,5750,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,856621,04-Aug-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,250,,,,,4,5812721001,5812721001,CUTTING ISSUANCE REPORT CARBONIZE(2) ONE SIDE A4 100 SET . (---) (L-C) (Consumable-Local),NOS,1000,36,,,,,18,5750,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,856621,04-Aug-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,350,,,,,4,5489321001,5489321001,DAILY CUTTING REPORT DUPLICATE CARBONIZED SINGLE SIDE PRINT ONE COLOR JOB 100 SET 200 PAGES (---) (Consumable-Local),BKS,1400,17,,,,,18,5750,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,856623,09-Jul-21,,,90202,90202,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-Sewing-General,,,180,,,,,2,5812021001,5812021001,DAILY ALTERATION REPORT NON-CARBONIZE ONE SIDE A4 100 PAGES . (---) (L-C) (Consumable-Local),NOS,360,38,,,,,2,360,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,857084,10-Jul-21,,,90233,90233,YTML-Stitching-YTM-07-UNIT 29 YTM 7 Bldg B-Third Floor-Quilting-General,,,150,,,,,5,23558,23558,"DAILY WORK SHEET STITCHING UNIT-5 [8.5X11.5]"" 55 GM WHITE PAPER 2 SIDE 2 COLOR PRINT 200 SHEET/PAD (Consumable-Local)",NOS,750,214,,,,,5,750,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,857176,10-Jul-21,,,90267,90267,YTML-Stitching-YTM-07-UNIT 33 YTM 7 Bldg E-Second Floor-Sewing-General,,,150,,,,,10,23558,23558,"DAILY WORK SHEET STITCHING UNIT-5 [8.5X11.5]"" 55 GM WHITE PAPER 2 SIDE 2 COLOR PRINT 200 SHEET/PAD (Consumable-Local)",NOS,1500,214,,,,,10,1500,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,857436,13-Jul-21,,,90267,90267,YTML-Stitching-YTM-07-UNIT 33 YTM 7 Bldg E-Second Floor-Sewing-General,,,70,,,,,1,6285221001,6285221001,BROKEN NEEDLE REPLACEMENT BOOK DB X 01 (16X257) NON-CARBONIZE ONE SIDE A4 10 PAGES WITH 3CM GAZETTE AND SERIAL NUMBERS (---) (L-C) (Consumable-Local),NOS,70,41,,,,,1,70,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,857461,13-Jul-21,,,90233,90233,YTML-Stitching-YTM-07-UNIT 29 YTM 7 Bldg B-Third Floor-Quilting-General,,,70,,,,,1,6285921001,6285921001,BROKEN NEEDLE REPLACEMENT BOOK DP X 05-MR NON-CARBONIZE ONE SIDE A4 10 PAGES WITH 3CM GAZETTE AND SERIAL NUMBERS (---) (L-C) (Consumable-Local),NOS,70,8,,,,,1,70,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,857463,13-Jul-21,,,90233,90233,YTML-Stitching-YTM-07-UNIT 29 YTM 7 Bldg B-Third Floor-Quilting-General,,,150,,,,,8,23558,23558,"DAILY WORK SHEET STITCHING UNIT-5 [8.5X11.5]"" 55 GM WHITE PAPER 2 SIDE 2 COLOR PRINT 200 SHEET/PAD (Consumable-Local)",NOS,1200,186,,,,,8,1200,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,857585,13-Jul-21,,,90187,90187,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Sewing-General,,,250,,,,,4,5811821001,5811821001,DAILY CHECKING PLAN & PROGRESS REPORT CARBONIZE(2) ONE SIDE A4 50 SET . (---) (L-C) (Consumable-Local),NOS,1000,24,,,,,27,4630,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,857585,13-Jul-21,,,90187,90187,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Sewing-General,,,150,,,,,20,23558,23558,"DAILY WORK SHEET STITCHING UNIT-5 [8.5X11.5]"" 55 GM WHITE PAPER 2 SIDE 2 COLOR PRINT 200 SHEET/PAD (Consumable-Local)",NOS,3000,186,,,,,27,4630,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,857585,13-Jul-21,,,90187,90187,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Sewing-General,,,210,,,,,3,5490121001,5490121001,METAL FREE ZONE ENTRY REPORT SINGLE TYPE ONE COLOR JOB (---) (Consumable-Local),PAD,630,18,,,,,27,4630,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,857752,14-Jul-21,,,90192,90192,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Sewing-General,,,70,,,,,6,5489121001,5489121001,IDENTIFICATION FORM SINGLE PAPER ONE SIDE PRINT ONE COLOR JOB 200 PAGES (---) (Consumable-Local),PAD,420,37,,,,,6,420,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,857840,15-Jul-21,,,90187,90187,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Sewing-General,,,70,,,,,1,6285721001,6285721001,BROKEN NEEDLE REPLACEMENT BOOK DC X 27 (11J) NON-CARBONIZE ONE SIDE A4 10 PAGES WITH 3CM GAZETTE AND SERIAL NUMBERS (---) (L-C) (Consumable-Local),NOS,70,12,,,,,1,70,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,857979,14-Jul-21,,,90202,90202,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-Sewing-General,,,325,,,,,6,5489521001,5489521001,ACCESSORIES ISSUANCE LOG DUPLICATE CARBONIZED 100 SET 200 PAGES ONE COLOR JOB SINGLE SIDE PRINT (---) (Consumable-Local),BKS,1950,21,,,,,6,1950,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,858069,14-Jul-21,,,90192,90192,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Sewing-General,,,70,,,,,1,6285921001,6285921001,BROKEN NEEDLE REPLACEMENT BOOK DP X 05-MR NON-CARBONIZE ONE SIDE A4 10 PAGES WITH 3CM GAZETTE AND SERIAL NUMBERS (---) (L-C) (Consumable-Local),NOS,70,7,,,,,1,70,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,858250,15-Jul-21,,,90217,90217,YTML-Stitching-YTM-07-UNIT 27 YTM 7 Bldg B-First Floor-Sewing-General,,,250,,,,,2,5811821001,5811821001,DAILY CHECKING PLAN & PROGRESS REPORT CARBONIZE(2) ONE SIDE A4 50 SET . (---) (L-C) (Consumable-Local),NOS,500,22,,,,,2,500,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,858329,15-Jul-21,,,90202,90202,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-Sewing-General,,,210,,,,,2,5490021001,5490021001,METAL DETACTOR LOG SHEET PACKING SINGLE TYPE ONE COLOR JOB (---) (Consumable-Local),PAD,420,38,,,,,2,420,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,858340,16-Jul-21,,,90267,90267,YTML-Stitching-YTM-07-UNIT 33 YTM 7 Bldg E-Second Floor-Sewing-General,,,70,,,,,1,6285921001,6285921001,BROKEN NEEDLE REPLACEMENT BOOK DP X 05-MR NON-CARBONIZE ONE SIDE A4 10 PAGES WITH 3CM GAZETTE AND SERIAL NUMBERS (---) (L-C) (Consumable-Local),NOS,70,6,,,,,1,70,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,858601,17-Jul-21,,,90202,90202,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-Sewing-General,,,70,,,,,1,6285221001,6285221001,BROKEN NEEDLE REPLACEMENT BOOK DB X 01 (16X257) NON-CARBONIZE ONE SIDE A4 10 PAGES WITH 3CM GAZETTE AND SERIAL NUMBERS (---) (L-C) (Consumable-Local),NOS,70,39,,,,,1,70,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,858757,17-Jul-21,,,90253,90253,YTML-Stitching-YTM-07-UNIT 30 YTM 7 Bldg A-Third Floor-Quilting-General,,,70,,,,,1,6285221001,6285221001,BROKEN NEEDLE REPLACEMENT BOOK DB X 01 (16X257) NON-CARBONIZE ONE SIDE A4 10 PAGES WITH 3CM GAZETTE AND SERIAL NUMBERS (---) (L-C) (Consumable-Local),NOS,70,39,,,,,1,70,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,859085,20-Jul-21,,,90217,90217,YTML-Stitching-YTM-07-UNIT 27 YTM 7 Bldg B-First Floor-Sewing-General,,,70,,,,,1,6285221001,6285221001,BROKEN NEEDLE REPLACEMENT BOOK DB X 01 (16X257) NON-CARBONIZE ONE SIDE A4 10 PAGES WITH 3CM GAZETTE AND SERIAL NUMBERS (---) (L-C) (Consumable-Local),NOS,70,38,,,,,2,140,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,859085,20-Jul-21,,,90217,90217,YTML-Stitching-YTM-07-UNIT 27 YTM 7 Bldg B-First Floor-Sewing-General,,,70,,,,,1,6285721001,6285721001,BROKEN NEEDLE REPLACEMENT BOOK DC X 27 (11J) NON-CARBONIZE ONE SIDE A4 10 PAGES WITH 3CM GAZETTE AND SERIAL NUMBERS (---) (L-C) (Consumable-Local),NOS,70,11,,,,,2,140,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,859132,20-Jul-21,,,90233,90233,YTML-Stitching-YTM-07-UNIT 29 YTM 7 Bldg B-Third Floor-Quilting-General,,,70,,,,,1,6285921001,6285921001,BROKEN NEEDLE REPLACEMENT BOOK DP X 05-MR NON-CARBONIZE ONE SIDE A4 10 PAGES WITH 3CM GAZETTE AND SERIAL NUMBERS (---) (L-C) (Consumable-Local),NOS,70,5,,,,,1,70,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,859884,27-Jul-21,,,90192,90192,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Sewing-General,,,70,,,,,1,6285221001,6285221001,BROKEN NEEDLE REPLACEMENT BOOK DB X 01 (16X257) NON-CARBONIZE ONE SIDE A4 10 PAGES WITH 3CM GAZETTE AND SERIAL NUMBERS (---) (L-C) (Consumable-Local),NOS,70,37,,,,,1,70,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,859911,27-Jul-21,,,90233,90233,YTML-Stitching-YTM-07-UNIT 29 YTM 7 Bldg B-Third Floor-Quilting-General,,,350,,,,,4,5489421001,5489421001,STITCHING STATUS REPORT DUPLICATE CARBONIZED SINGLE SIDE PRINT ONE COLOR JOB 100 SET 200 PAGES (---) (Consumable-Local),BKS,1400,31,,,,,4,1400,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,860025,27-Jul-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,70,,,,,20,5489121001,5489121001,IDENTIFICATION FORM SINGLE PAPER ONE SIDE PRINT ONE COLOR JOB 200 PAGES (---) (Consumable-Local),PAD,1400,17,,,,,40,8100,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,860025,27-Jul-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,370,,,,,10,5811321001,5811321001,CUTTING DIAGRAM WITH RANGE WISE WASTAGE REPORT CARBONIZE(2) ONE SIDE A3 100 SET . (---) (L-C) (Consumable-Local),NOS,3700,46,,,,,40,8100,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,860025,27-Jul-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,300,,,,,10,5489221001,5489221001,FINAL CUTTING REPORT DUPLICATE CARBONIZED SINGLE SIDE PRINT ONE COLOR JOB 100 SET 200 PAGES (---) (Consumable-Local),BKS,3000,13,,,,,40,8100,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,860066,27-Jul-21,,,90267,90267,YTML-Stitching-YTM-07-UNIT 33 YTM 7 Bldg E-Second Floor-Sewing-General,,,70,,,,,1,6285021001,6285021001,BROKEN NEEDLE REPLACEMENT BOOK DP X 05 (16J) NON-CARBONIZE ONE SIDE A4 10 PAGES WITH 3CM GAZETTE AND SERIAL NUMBERS (---) (L-C) (Consumable-Local),NOS,70,5,,,,,2,140,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,860066,27-Jul-21,,,90267,90267,YTML-Stitching-YTM-07-UNIT 33 YTM 7 Bldg E-Second Floor-Sewing-General,,,70,,,,,1,6286521001,6286521001,BROKEN NEEDLE REPLACEMENT BOOK TQ X 01-14J NON-CARBONIZE ONE SIDE A4 10 PAGES WITH 3CM GAZETTE AND SERIAL NUMBERS (---) (L-C) (Consumable-Local),NOS,70,13,,,,,2,140,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,860290,27-Jul-21,,,90187,90187,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Sewing-General,,,70,,,,,15,6615721001,6615721001,HOURLY PRODUCTION PERFORMANCE REPORT PAD NON-CARBONIZE ONE SIDE A4 100 PAGES 75GM NORMAL BINDING (DOCUMENT NO: YTML/STC/FOR/29) (---) (L-C) (Consumable-Local),NOS,1050,12,,,,,15,1050,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,860330,27-Jul-21,,,90202,90202,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-Sewing-General,,,70,,,,,3,6615721001,6615721001,HOURLY PRODUCTION PERFORMANCE REPORT PAD NON-CARBONIZE ONE SIDE A4 100 PAGES 75GM NORMAL BINDING (DOCUMENT NO: YTML/STC/FOR/29) (---) (L-C) (Consumable-Local),NOS,210,12,,,,,3,210,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,860548,28-Jul-21,,,90267,90267,YTML-Stitching-YTM-07-UNIT 33 YTM 7 Bldg E-Second Floor-Sewing-General,,,70,,,,,1,6285021001,6285021001,BROKEN NEEDLE REPLACEMENT BOOK DP X 05 (16J) NON-CARBONIZE ONE SIDE A4 10 PAGES WITH 3CM GAZETTE AND SERIAL NUMBERS (---) (L-C) (Consumable-Local),NOS,70,4,,,,,1,70,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,860601,30-Jul-21,,,90267,90267,YTML-Stitching-YTM-07-UNIT 33 YTM 7 Bldg E-Second Floor-Sewing-General,,,210,,,,,5,5490021001,5490021001,METAL DETACTOR LOG SHEET PACKING SINGLE TYPE ONE COLOR JOB (---) (Consumable-Local),PAD,1050,33,,,,,13,3290,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,860601,30-Jul-21,,,90267,90267,YTML-Stitching-YTM-07-UNIT 33 YTM 7 Bldg E-Second Floor-Sewing-General,,,350,,,,,4,5490221001,5490221001,PACKING TRANSFER TO WAREHOUSE BOOK 100 SET 200 PAGES NCR PAPER 1-WHITE 2-GREEN DUPLICATE CARBONIZED (---) (Consumable-Local),BKS,1400,15,,,,,13,3290,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,860601,30-Jul-21,,,90267,90267,YTML-Stitching-YTM-07-UNIT 33 YTM 7 Bldg E-Second Floor-Sewing-General,,,210,,,,,4,5489921001,5489921001,"DAILY PACKING PLAN & PROGRESS REPORT  WHITE,PINK DUPLICATE TYPE ONE SIDE PRINTING 100 PAGES ( 50 SET) CARBONIZED (---) (Consumable-Local)",BKS,840,45,,,,,13,3290,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,860907,31-Jul-21,,,90187,90187,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Sewing-General,,,70,,,,,1,6285821001,6285821001,BROKEN NEEDLE REPLACEMENT BOOK DF-M20 NON-CARBONIZE ONE SIDE A4 10 PAGES WITH 3CM GAZETTE AND SERIAL NUMBERS (---) (L-C) (Consumable-Local),NOS,70,15,,,,,1,70,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,861076,31-Jul-21,,,90267,90267,YTML-Stitching-YTM-07-UNIT 33 YTM 7 Bldg E-Second Floor-Sewing-General,,,70,,,,,12,6615721001,6615721001,HOURLY PRODUCTION PERFORMANCE REPORT PAD NON-CARBONIZE ONE SIDE A4 100 PAGES 75GM NORMAL BINDING (DOCUMENT NO: YTML/STC/FOR/29) (---) (L-C) (Consumable-Local),NOS,840,0,,,,,12,840,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,861121,02-Aug-21,,,90267,90267,YTML-Stitching-YTM-07-UNIT 33 YTM 7 Bldg E-Second Floor-Sewing-General,,,150,,,,,10,23558,23558,"DAILY WORK SHEET STITCHING UNIT-5 [8.5X11.5]"" 55 GM WHITE PAPER 2 SIDE 2 COLOR PRINT 200 SHEET/PAD (Consumable-Local)",NOS,1500,176,,,,,10,1500,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,861382,02-Aug-21,,,90233,90233,YTML-Stitching-YTM-07-UNIT 29 YTM 7 Bldg B-Third Floor-Quilting-General,,,210,,,,,1,5489921001,5489921001,"DAILY PACKING PLAN & PROGRESS REPORT  WHITE,PINK DUPLICATE TYPE ONE SIDE PRINTING 100 PAGES ( 50 SET) CARBONIZED (---) (Consumable-Local)",BKS,210,44,,,,,2,460,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,861382,02-Aug-21,,,90233,90233,YTML-Stitching-YTM-07-UNIT 29 YTM 7 Bldg B-Third Floor-Quilting-General,,,250,,,,,1,5811821001,5811821001,DAILY CHECKING PLAN & PROGRESS REPORT CARBONIZE(2) ONE SIDE A4 50 SET . (---) (L-C) (Consumable-Local),NOS,250,21,,,,,2,460,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,861619,07-Aug-21,,,90267,90267,YTML-Stitching-YTM-07-UNIT 33 YTM 7 Bldg E-Second Floor-Sewing-General,,,70,,,,,1,6285221001,6285221001,BROKEN NEEDLE REPLACEMENT BOOK DB X 01 (16X257) NON-CARBONIZE ONE SIDE A4 10 PAGES WITH 3CM GAZETTE AND SERIAL NUMBERS (---) (L-C) (Consumable-Local),NOS,70,36,,,,,1,70,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,862041,04-Aug-21,,,90233,90233,YTML-Stitching-YTM-07-UNIT 29 YTM 7 Bldg B-Third Floor-Quilting-General,,,150,,,,,7,23558,23558,"DAILY WORK SHEET STITCHING UNIT-5 [8.5X11.5]"" 55 GM WHITE PAPER 2 SIDE 2 COLOR PRINT 200 SHEET/PAD (Consumable-Local)",NOS,1050,169,,,,,8,1400,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,862041,04-Aug-21,,,90233,90233,YTML-Stitching-YTM-07-UNIT 29 YTM 7 Bldg B-Third Floor-Quilting-General,,,350,,,,,1,5490221001,5490221001,PACKING TRANSFER TO WAREHOUSE BOOK 100 SET 200 PAGES NCR PAPER 1-WHITE 2-GREEN DUPLICATE CARBONIZED (---) (Consumable-Local),BKS,350,14,,,,,8,1400,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,862638,06-Aug-21,,,90182,90182,YTML-Stitching-YTM-07-General-Quality-General,,,175,,,,,30,5810821001,5810821001,INLINE CUTTING INSPECTION REPORT NON-CARBONIZE ONE SIDE A3 200 PAGES . (---) (L-C) (Consumable-Local),NOS,5250,0,,,,,30,5250,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,862644,06-Aug-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,70,,,,,17,5489121001,5489121001,IDENTIFICATION FORM SINGLE PAPER ONE SIDE PRINT ONE COLOR JOB 200 PAGES (---) (Consumable-Local),PAD,1190,200,,,,,17,1190,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,862745,07-Aug-21,,,90187,90187,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Sewing-General,,,210,,,,,5,5489921001,5489921001,"DAILY PACKING PLAN & PROGRESS REPORT  WHITE,PINK DUPLICATE TYPE ONE SIDE PRINTING 100 PAGES ( 50 SET) CARBONIZED (---) (Consumable-Local)",BKS,1050,39,,,,,5,1050,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,862980,07-Aug-21,,,90271,90271,YTML-Stitching-YTM-07-UNIT 33 YTM 7 Bldg E-Second Floor-Embroidery-General,,,150,,,,,5,23558,23558,"DAILY WORK SHEET STITCHING UNIT-5 [8.5X11.5]"" 55 GM WHITE PAPER 2 SIDE 2 COLOR PRINT 200 SHEET/PAD (Consumable-Local)",NOS,750,464,,,,,5,750,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,862995,07-Aug-21,,,90267,90267,YTML-Stitching-YTM-07-UNIT 33 YTM 7 Bldg E-Second Floor-Sewing-General,,,70,,,,,1,6285721001,6285721001,BROKEN NEEDLE REPLACEMENT BOOK DC X 27 (11J) NON-CARBONIZE ONE SIDE A4 10 PAGES WITH 3CM GAZETTE AND SERIAL NUMBERS (---) (L-C) (Consumable-Local),NOS,70,10,,,,,1,70,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,863477,09-Aug-21,,,90192,90192,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Sewing-General,,,70,,,,,1,6285921001,6285921001,BROKEN NEEDLE REPLACEMENT BOOK DP X 05-MR NON-CARBONIZE ONE SIDE A4 10 PAGES WITH 3CM GAZETTE AND SERIAL NUMBERS (---) (L-C) (Consumable-Local),NOS,70,44,,,,,1,70,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,863572,09-Aug-21,,,90187,90187,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Sewing-General,,,70,,,,,1,6285221001,6285221001,BROKEN NEEDLE REPLACEMENT BOOK DB X 01 (16X257) NON-CARBONIZE ONE SIDE A4 10 PAGES WITH 3CM GAZETTE AND SERIAL NUMBERS (---) (L-C) (Consumable-Local),NOS,70,35,,,,,1,70,,38086160.02,,,783755340.3,
349,PRINTED STATIONERY,20,STATIONARY,863837,10-Aug-21,,,90217,90217,YTML-Stitching-YTM-07-UNIT 27 YTM 7 Bldg B-First Floor-Sewing-General,,,150,,,,,5,23558,23558,"DAILY WORK SHEET STITCHING UNIT-5 [8.5X11.5]"" 55 GM WHITE PAPER 2 SIDE 2 COLOR PRINT 200 SHEET/PAD (Consumable-Local)",NOS,750,449,,,,,5,750,,38086160.02,,,783755340.3,
